Trade_ID,Entry_Time,Entry_Candle_Time,Exit_Time,Exit_Candle_Time,Duration_Minutes,Symbol,Direction,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Premium_Entry_Price,Premium_Exit_Price,Premium_Stop_Loss,Premium_Take_Profit,Quantity,Exit_Reason,Outcome,Gross_PnL,Brokerage_Taxes,Net_PnL,Capital_Balance,AI_Confidence,Signal_Reason,Post_Mortem,Market_Context
20260823161308989591,2026-08-23 21:43:08,,2026-08-23 22:03:12,,20.07,BTCUSDT_OPT_CALL,CALL,,,,,1544.39,1598.72,1312.73,2007.71,0.001727,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.09,-$0.00,$+0.09,20.09,0.188,"Paper experiment: directional probability 0.19; strict filter status body=1.00, ADX=34.0, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.09. Entry rationale: Paper experiment: directional probability 0.19; strict filter status body=1.00, ADX=34.0, HTF=BULLISH. Recorded context: rsi=48.39490627082978, vwap_diff=0.005845242372936921, body_ratio=1.0.","{""rsi"": 48.39490627082978, ""vwap_diff"": 0.005845242372936921, ""body_ratio"": 1.0}"
20260823163319694001,2026-08-23 22:03:19,,2026-08-23 22:23:21,,20.03,BTCUSDT_OPT_CALL,CALL,,,,,1546.56,1574.03,1314.58,2010.53,0.001732,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.05,-$0.00,$+0.05,20.14,0.199,"Paper experiment: directional probability 0.20; strict filter status body=0.87, ADX=30.4, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.05. Entry rationale: Paper experiment: directional probability 0.20; strict filter status body=0.87, ADX=30.4, HTF=BULLISH. Recorded context: rsi=53.75775130615539, vwap_diff=0.007206508095318936, body_ratio=0.8679124740458481.","{""rsi"": 53.75775130615539, ""vwap_diff"": 0.007206508095318936, ""body_ratio"": 0.8679124740458481}"
20260823174100565222,2026-08-23 23:11:00,,2026-08-23 23:31:02,,20.03,BTCUSDT_OPT_CALL,CALL,77246.52,77176.41,76783.04,78173.48,1544.93,1509.87,1313.19,2008.41,0.001738,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),LOSS,$-0.06,-$0.00,$-0.06,20.08,0.207,"Paper experiment: directional probability 0.21; strict filter status body=0.17, ADX=25.4, HTF=BULLISH","LOSS: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=-0.06. Entry rationale: Paper experiment: directional probability 0.21; strict filter status body=0.17, ADX=25.4, HTF=BULLISH. Recorded context: rsi=46.72907250327022, vwap_diff=0.005885865789088283, body_ratio=0.16995110386724366.","{""rsi"": 46.72907250327022, ""vwap_diff"": 0.005885865789088283, ""body_ratio"": 0.16995110386724366}"
20260823180606468040,2026-08-23 23:36:06,,2026-08-23 23:56:06,,20.00,BTCUSDT_OPT_CALL,CALL,77182.01,77322.86,76718.92,78108.19,1543.64,1614.07,1312.09,2006.73,0.001734,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.12,-$0.00,$+0.12,20.20,0.208,"Paper experiment: directional probability 0.21; strict filter status body=0.11, ADX=26.6, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.12. Entry rationale: Paper experiment: directional probability 0.21; strict filter status body=0.11, ADX=26.6, HTF=BULLISH. Recorded context: rsi=42.4892914414897, vwap_diff=0.004929766589854764, body_ratio=0.11008452919186514.","{""rsi"": 42.4892914414897, ""vwap_diff"": 0.004929766589854764, ""body_ratio"": 0.11008452919186514}"
20260824111149678826,2026-08-24 16:41:49,,2026-08-24 17:55:32,,73.72,BTCUSDT_OPT_CALL_1986188,CALL,77694.01,78426.00,77227.85,78626.34,1553.88,1919.88,1320.80,2020.04,0.001733,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.63,-$0.00,$+0.63,20.83,0.38,"SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.38)","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.63. Entry rationale: SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.38). Recorded context: rsi=54.50480337925992, vwap_diff=0.005150558580597151, body_ratio=0.5854962285442534.","{""rsi"": 54.50480337925992, ""vwap_diff"": 0.005150558580597151, ""body_ratio"": 0.5854962285442534}"
20260824111504821520,2026-08-24 16:45:04,,2026-08-24 17:55:33,,70.48,BTCUSDT_OPT_CALL_1986189,CALL,77819.05,78426.00,77352.14,78752.88,1556.38,1859.85,1322.92,2023.29,0.001731,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.53,-$0.00,$+0.53,21.36,0.385,"SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.39)","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.53. Entry rationale: SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.39). Recorded context: rsi=59.61702343532256, vwap_diff=0.006712779399426247, body_ratio=0.7815625000000181.","{""rsi"": 59.61702343532256, ""vwap_diff"": 0.006712779399426247, ""body_ratio"": 0.7815625000000181}"
20260824111558748324,2026-08-24 16:45:58,,2026-08-24 17:55:33,,69.58,BTCUSDT_OPT_CALL_5958567,CALL,77819.05,78426.00,77352.14,78752.88,1556.38,1859.85,1322.92,2023.29,0.001731,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.53,-$0.00,$+0.53,21.89,0.385,"SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.39)","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.53. Entry rationale: SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.39). Recorded context: rsi=59.61702343532256, vwap_diff=0.006712779399426247, body_ratio=0.7815625000000181.","{""rsi"": 59.61702343532256, ""vwap_diff"": 0.006712779399426247, ""body_ratio"": 0.7815625000000181}"
20260824112004517270,2026-08-24 16:50:04,,2026-08-24 17:55:33,,65.48,BTCUSDT_OPT_CALL_5958568,CALL,77848.00,78426.00,77380.91,78782.18,1556.96,1845.96,1323.42,2024.05,0.00173,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.50,-$0.00,$+0.50,22.39,0.496,"SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.50)","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.50. Entry rationale: SELL rejected: 1H HTF trend is BULLISH (model wanted PUT, confidence 0.50). Recorded context: rsi=60.71761487132023, vwap_diff=0.007051066944012203, body_ratio=0.20542113105796156.","{""rsi"": 60.71761487132023, ""vwap_diff"": 0.007051066944012203, ""body_ratio"": 0.20542113105796156}"
20260824123007070168,2026-08-24 18:00:07,,2026-08-24 18:20:12,,20.08,BTCUSDT_OPT_CALL_5958582,CALL,78460.01,78971.99,77989.25,79401.53,1569.20,1825.19,1333.82,2039.96,0.001902,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.49,-$0.00,$+0.49,22.88,0.349,"Paper experiment: directional probability 0.35; strict filter status body=0.29, ADX=35.3, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.49. Entry rationale: Paper experiment: directional probability 0.35; strict filter status body=0.29, ADX=35.3, HTF=BULLISH. Recorded context: rsi=63.55110077082358, vwap_diff=0.013118690523410767, body_ratio=0.2852351806823875.","{""rsi"": 63.55110077082358, ""vwap_diff"": 0.013118690523410767, ""body_ratio"": 0.2852351806823875}"
20260824123504927306,2026-08-24 18:05:04,,2026-08-24 18:25:11,,20.12,BTCUSDT_OPT_CALL_5958583,CALL,78540.89,79140.00,78069.64,79483.38,1570.82,1870.38,1335.20,2042.07,0.0019,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.57,-$0.00,$+0.57,23.45,0.322,"Paper experiment: directional probability 0.32; strict filter status body=0.23, ADX=36.1, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.57. Entry rationale: Paper experiment: directional probability 0.32; strict filter status body=0.23, ADX=36.1, HTF=BULLISH. Recorded context: rsi=65.35699808254714, vwap_diff=0.013833367209371441, body_ratio=0.22850282485875542.","{""rsi"": 65.35699808254714, ""vwap_diff"": 0.013833367209371441, ""body_ratio"": 0.22850282485875542}"
20260824124310932555,2026-08-24 18:13:10,,2026-08-24 18:33:12,,20.03,BTCUSDT_OPT_CALL_5958584,CALL,78684.40,79159.99,78212.29,79628.61,1573.69,1811.49,1337.64,2045.80,0.001897,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.45,-$0.00,$+0.45,23.90,0.301,Model confidence 0.30 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.45. Entry rationale: Model confidence 0.30 below 0.60 threshold or predicted HOLD. Recorded context: rsi=68.35315629080762, vwap_diff=0.015580504168002739, body_ratio=0.5670816044259962.","{""rsi"": 68.35315629080762, ""vwap_diff"": 0.015580504168002739, ""body_ratio"": 0.5670816044259962}"
20260824124504032554,2026-08-24 18:15:04,,2026-08-24 18:35:07,,20.05,BTCUSDT_OPT_CALL_5958585,CALL,78729.26,79003.65,78256.88,79674.01,1574.59,1711.78,1338.40,2046.97,0.001896,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.26,-$0.00,$+0.26,24.16,0.295,Model confidence 0.29 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.26. Entry rationale: Model confidence 0.29 below 0.60 threshold or predicted HOLD. Recorded context: rsi=69.24847502036073, vwap_diff=0.015965834808128937, body_ratio=0.1590425531914584.","{""rsi"": 69.24847502036073, ""vwap_diff"": 0.015965834808128937, ""body_ratio"": 0.1590425531914584}"
20260824125503863985,2026-08-24 18:25:03,,,,20.00,BTCUSDT_OPT_CALL_5958587,CALL,79140.00,79223.01,78665.16,80089.68,1582.80,1624.30,1345.38,2057.64,0.001927,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.08,-$0.00,$+0.08,24.24,0.298,"Paper experiment: directional probability 0.30; strict filter status body=0.47, ADX=41.0, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.08; Entry rationale: Paper experiment: directional probability 0.30; strict filter status body=0.47, ADX=41.0, HTF=BULLISH; Recorded context: rsi=76.11969626525614, vwap_diff=0.020349530887559177, body_ratio=0.4714482139349467.","{""rsi"": 76.11969626525614, ""vwap_diff"": 0.020349530887559177, ""body_ratio"": 0.4714482139349467}"
20260824130006692600,2026-08-24 18:30:06,,2026-08-24 18:50:06,2026-08-24 13:15:00,20.00,BTCUSDT_OPT_CALL_5958588,CALL,79159.99,79035.55,78685.03,80109.91,1583.20,1520.98,1345.72,2058.16,0.001975,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),LOSS,$-0.12,-$0.00,$-0.12,24.12,0.312,"Paper experiment: directional probability 0.31; strict filter status body=0.08, ADX=42.8, HTF=BULLISH","LOSS: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=-0.12. Entry rationale: Paper experiment: directional probability 0.31; strict filter status body=0.08, ADX=42.8, HTF=BULLISH. Recorded context: rsi=76.4081590967458, vwap_diff=0.02032229820091106, body_ratio=0.08382254277090566.","{""rsi"": 76.4081590967458, ""vwap_diff"": 0.02032229820091106, ""body_ratio"": 0.08382254277090566}"
20260824130507459639,2026-08-24 18:35:07,,2026-08-24 18:55:20,2026-08-24 13:20:00,20.22,BTCUSDT_OPT_CALL_5958589,CALL,79003.65,79012.83,78529.63,79951.69,1580.07,1584.66,1343.06,2054.09,0.002017,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.01,-$0.00,$+0.01,24.13,0.259,"Paper experiment: directional probability 0.26; strict filter status body=0.71, ADX=43.4, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.01. Entry rationale: Paper experiment: directional probability 0.26; strict filter status body=0.71, ADX=43.4, HTF=BULLISH. Recorded context: rsi=69.35225602878518, vwap_diff=0.017879749303553044, body_ratio=0.7098165637486289.","{""rsi"": 69.35225602878518, ""vwap_diff"": 0.017879749303553044, ""body_ratio"": 0.7098165637486289}"
20260824131000330733,2026-08-24 18:40:00,,2026-08-24 19:00:06,2026-08-24 13:25:00,20.10,BTCUSDT_OPT_CALL_5958590,CALL,79003.65,79023.99,78529.63,79951.69,1580.07,1590.24,1343.06,2054.09,0.002039,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.02,-$0.00,$+0.02,24.15,0.259,"Paper experiment: directional probability 0.26; strict filter status body=0.71, ADX=43.4, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.02. Entry rationale: Paper experiment: directional probability 0.26; strict filter status body=0.71, ADX=43.4, HTF=BULLISH. Recorded context: rsi=69.35225602878518, vwap_diff=0.017879749303553044, body_ratio=0.7098165637486289.","{""rsi"": 69.35225602878518, ""vwap_diff"": 0.017879749303553044, ""body_ratio"": 0.7098165637486289}"
20260824131959825447,2026-08-24 18:49:59,2026-08-24 13:10:00,2026-08-24 19:10:00,2026-08-24 13:30:00,20.02,BTCUSDT_OPT_CALL_5958591,CALL,79223.01,78798.90,78747.67,80173.69,1584.46,1372.40,1346.79,2059.80,0.00204,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),LOSS,$-0.43,-$0.00,$-0.43,23.72,0.258,"Paper experiment: directional probability 0.26; strict filter status body=0.05, ADX=45.2, HTF=BULLISH","LOSS: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=-0.43. Entry rationale: Paper experiment: directional probability 0.26; strict filter status body=0.05, ADX=45.2, HTF=BULLISH. Recorded context: rsi=72.6575160259732, vwap_diff=0.02014840804006947, body_ratio=0.05136818759988249.","{""rsi"": 72.6575160259732, ""vwap_diff"": 0.02014840804006947, ""body_ratio"": 0.05136818759988249}"
20260824132311664904,2026-08-24 18:53:11,2026-08-24 13:15:00,2026-08-24 19:13:17,2026-08-24 13:35:00,20.10,BTCUSDT_OPT_CALL_5958592,CALL,79035.55,78626.58,78561.34,79983.98,1580.71,1376.22,1343.60,2054.92,0.002035,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),LOSS,$-0.42,-$0.00,$-0.42,23.30,0.321,"Paper experiment: directional probability 0.32; strict filter status body=0.53, ADX=44.6, HTF=BULLISH","LOSS: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=-0.42. Entry rationale: Paper experiment: directional probability 0.32; strict filter status body=0.53, ADX=44.6, HTF=BULLISH. Recorded context: rsi=64.92006662543058, vwap_diff=0.01733518431998722, body_ratio=0.5313775510204071.","{""rsi"": 64.92006662543058, ""vwap_diff"": 0.01733518431998722, ""body_ratio"": 0.5313775510204071}"
20260824133006114578,2026-08-24 19:00:06,2026-08-24 13:25:00,2026-08-24 19:15:04,2026-08-24 13:40:00,14.97,BTCUSDT_OPT_CALL_5958594,CALL,79023.99,78288.40,78549.85,79972.28,1580.48,1212.68,1343.41,2054.62,0.002036,STOP_LOSS_HIT,LOSS,$-0.75,-$0.00,$-0.75,22.55,0.313,"Paper experiment: directional probability 0.31; strict filter status body=0.06, ADX=43.4, HTF=BULLISH","LOSS: Stop-loss was reached before the take-profit. Net P&L=-0.75. Entry rationale: Paper experiment: directional probability 0.31; strict filter status body=0.06, ADX=43.4, HTF=BULLISH. Recorded context: rsi=64.28904505304719, vwap_diff=0.016601579656858063, body_ratio=0.06493430996394599.","{""rsi"": 64.28904505304719, ""vwap_diff"": 0.016601579656858063, ""body_ratio"": 0.06493430996394599}"
20260824133505024509,2026-08-24 19:05:05,2026-08-24 13:30:00,2026-08-24 19:15:04,2026-08-24 13:40:00,9.98,BTCUSDT_OPT_CALL_5958595,CALL,78798.90,78288.40,78326.11,79744.49,1575.98,1320.73,1339.58,2048.77,0.002043,STOP_LOSS_HIT,LOSS,$-0.52,-$0.00,$-0.52,22.03,0.336,"Paper experiment: directional probability 0.34; strict filter status body=0.48, ADX=41.0, HTF=BULLISH","LOSS: Stop-loss was reached before the take-profit. Net P&L=-0.52. Entry rationale: Paper experiment: directional probability 0.34; strict filter status body=0.48, ADX=41.0, HTF=BULLISH. Recorded context: rsi=55.59500421452049, vwap_diff=0.013202818248817852, body_ratio=0.48035679989758123.","{""rsi"": 55.59500421452049, ""vwap_diff"": 0.013202818248817852, ""body_ratio"": 0.48035679989758123}"
20260824134504910144,2026-08-24 19:15:04,2026-08-24 13:40:00,2026-08-24 19:35:09,2026-08-24 14:00:00,20.08,BTCUSDT_OPT_PUT_5958597,PUT,78288.40,78726.00,78758.13,77348.94,1565.77,1346.97,1800.64,1096.04,0.001984,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.43,-$0.00,$+0.43,22.46,0.298,Model confidence 0.30 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.43. Entry rationale: Model confidence 0.30 below 0.60 threshold or predicted HOLD. Recorded context: rsi=41.269171681624904, vwap_diff=0.006224090727177961, body_ratio=0.8006392045454711.","{""rsi"": 41.269171681624904, ""vwap_diff"": 0.006224090727177961, ""body_ratio"": 0.8006392045454711}"
20260824135007021803,2026-08-24 19:20:07,2026-08-24 13:45:00,2026-08-24 19:40:13,2026-08-24 14:05:00,20.10,BTCUSDT_OPT_CALL_5958598,CALL,78296.00,78971.99,77826.22,79235.55,1565.92,1903.92,1331.03,2035.70,0.001876,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.63,-$0.00,$+0.63,23.09,0.33,Model confidence 0.33 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.63. Entry rationale: Model confidence 0.33 below 0.60 threshold or predicted HOLD. Recorded context: rsi=41.51675284813084, vwap_diff=0.006214483719514182, body_ratio=0.014612574504913932.","{""rsi"": 41.51675284813084, ""vwap_diff"": 0.006214483719514182, ""body_ratio"": 0.014612574504913932}"
20260824135501970318,2026-08-24 19:25:01,2026-08-24 13:45:00,2026-08-24 19:45:04,2026-08-24 14:10:00,20.05,BTCUSDT_OPT_CALL_5958599,CALL,78296.00,79202.01,77826.22,79235.55,1565.92,2018.92,1331.03,2035.70,0.001876,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.85,-$0.01,$+0.84,23.93,0.33,Model confidence 0.33 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.84. Entry rationale: Model confidence 0.33 below 0.60 threshold or predicted HOLD. Recorded context: rsi=41.51675284813084, vwap_diff=0.006214483719514182, body_ratio=0.014612574504913932.","{""rsi"": 41.51675284813084, ""vwap_diff"": 0.006214483719514182, ""body_ratio"": 0.014612574504913932}"
20260824140006351861,2026-08-24 19:30:06,2026-08-24 13:55:00,2026-08-24 19:50:12,2026-08-24 14:15:00,20.10,BTCUSDT_OPT_CALL_5958600,CALL,78597.99,79151.65,78126.40,79541.17,1571.96,1848.79,1336.17,2043.55,0.001869,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.52,-$0.00,$+0.52,24.45,0.332,"Paper experiment: directional probability 0.33; strict filter status body=0.73, ADX=33.5, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.52. Entry rationale: Paper experiment: directional probability 0.33; strict filter status body=0.73, ADX=33.5, HTF=BULLISH. Recorded context: rsi=50.875205084142806, vwap_diff=0.009946312314335794, body_ratio=0.7336333333333702.","{""rsi"": 50.875205084142806, ""vwap_diff"": 0.009946312314335794, ""body_ratio"": 0.7336333333333702}"
20260824141006489953,2026-08-24 19:40:06,2026-08-24 14:05:00,2026-08-24 20:00:07,2026-08-24 14:25:00,20.02,BTCUSDT_OPT_CALL_5958602,CALL,78971.99,79391.73,78498.16,79919.65,1579.44,1789.31,1342.52,2053.27,0.001896,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.40,-$0.00,$+0.40,24.85,0.247,Model confidence 0.25 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.40. Entry rationale: Model confidence 0.25 below 0.60 threshold or predicted HOLD. Recorded context: rsi=60.01720212922496, vwap_diff=0.014419910307816369, body_ratio=0.9174281132286614.","{""rsi"": 60.01720212922496, ""vwap_diff"": 0.014419910307816369, ""body_ratio"": 0.9174281132286614}"
20260824141504069782,2026-08-24 19:45:04,2026-08-24 14:10:00,2026-08-24 20:05:05,2026-08-24 14:25:00,20.02,BTCUSDT_OPT_CALL_5958603,CALL,79202.01,79391.73,78726.80,80152.43,1584.04,1678.90,1346.43,2059.25,0.001944,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.18,-$0.00,$+0.18,25.03,0.25,Model confidence 0.25 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.18. Entry rationale: Model confidence 0.25 below 0.60 threshold or predicted HOLD. Recorded context: rsi=64.50227154413426, vwap_diff=0.017102493966539935, body_ratio=0.7866621067031262.","{""rsi"": 64.50227154413426, ""vwap_diff"": 0.017102493966539935, ""body_ratio"": 0.7866621067031262}"
20260824142005066081,2026-08-24 19:50:05,2026-08-24 14:15:00,2026-08-24 20:10:05,2026-08-24 14:30:00,20.00,BTCUSDT_OPT_PUT_5958604,PUT,79151.65,79636.01,79626.56,78201.83,1583.03,1340.85,1820.48,1108.12,0.002016,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.49,-$0.00,$+0.49,25.52,0.24,Model confidence 0.24 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.49. Entry rationale: Model confidence 0.24 below 0.60 threshold or predicted HOLD. Recorded context: rsi=62.84024236318846, vwap_diff=0.016183815092721, body_ratio=0.1720485221254291.","{""rsi"": 62.84024236318846, ""vwap_diff"": 0.016183815092721, ""body_ratio"": 0.1720485221254291}"
20260824142505284020,2026-08-24 19:55:05,2026-08-24 14:20:00,2026-08-24 20:15:20,2026-08-24 14:35:00,20.25,BTCUSDT_OPT_PUT_5958605,PUT,78938.00,79665.75,79411.63,77990.74,1578.76,1214.88,1815.57,1105.13,0.002065,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.75,-$0.00,$+0.75,26.27,0.275,Model confidence 0.27 below 0.60 threshold or predicted HOLD,"WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.75. Entry rationale: Model confidence 0.27 below 0.60 threshold or predicted HOLD. Recorded context: rsi=56.22160299022943, vwap_diff=0.012869805603871206, body_ratio=0.277980171224848.","{""rsi"": 56.22160299022943, ""vwap_diff"": 0.012869805603871206, ""body_ratio"": 0.277980171224848}"
20260824143411585870,2026-08-24 20:04:11,2026-08-24 14:25:00,2026-08-24 20:24:14,2026-08-24 14:45:00,20.05,BTCUSDT_OPT_CALL_5958606,CALL,79391.73,79574.00,78915.38,80344.43,1587.83,1678.97,1349.66,2064.18,0.002087,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.19,-$0.01,$+0.18,26.45,0.275,"Paper experiment: directional probability 0.27; strict filter status body=0.91, ADX=28.6, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.18. Entry rationale: Paper experiment: directional probability 0.27; strict filter status body=0.91, ADX=28.6, HTF=BULLISH. Recorded context: rsi=64.72002695553036, vwap_diff=0.018460816487371662, body_ratio=0.9104097275171389.","{""rsi"": 64.72002695553036, ""vwap_diff"": 0.018460816487371662, ""body_ratio"": 0.9104097275171389}"
20260824143643426403,2026-08-24 20:06:43,2026-08-24 14:30:00,2026-08-24 20:26:48,2026-08-24 14:50:00,20.08,BTCUSDT_OPT_CALL_5958607,CALL,79636.01,79306.02,79158.19,80591.64,1592.72,1427.73,1353.81,2070.54,0.002095,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),LOSS,$-0.35,-$0.00,$-0.35,26.10,0.345,"Paper experiment: directional probability 0.35; strict filter status body=0.55, ADX=29.5, HTF=BULLISH","LOSS: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=-0.35. Entry rationale: Paper experiment: directional probability 0.35; strict filter status body=0.55, ADX=29.5, HTF=BULLISH. Recorded context: rsi=68.28915000174865, vwap_diff=0.021123693174678868, body_ratio=0.5493489846859437.","{""rsi"": 68.28915000174865, ""vwap_diff"": 0.021123693174678868, ""body_ratio"": 0.5493489846859437}"
20260824144520920343,2026-08-24 20:15:20,2026-08-24 14:35:00,2026-08-24 20:35:21,2026-08-24 15:00:00,20.02,BTCUSDT_OPT_CALL_5958609,CALL,79665.75,79500.01,79187.75,80621.74,1593.32,1510.45,1354.32,2071.32,0.002136,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),LOSS,$-0.18,-$0.00,$-0.18,25.92,0.352,"Paper experiment: directional probability 0.35; strict filter status body=0.14, ADX=30.4, HTF=BULLISH","LOSS: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=-0.18. Entry rationale: Paper experiment: directional probability 0.35; strict filter status body=0.14, ADX=30.4, HTF=BULLISH. Recorded context: rsi=68.70425343783185, vwap_diff=0.02117665699836048, body_ratio=0.13955997560632474.","{""rsi"": 68.70425343783185, ""vwap_diff"": 0.02117665699836048, ""body_ratio"": 0.13955997560632474}"
20260824145002122981,2026-08-24 20:20:02,2026-08-24 14:45:00,2026-08-24 20:40:08,2026-08-24 15:05:00,20.10,BTCUSDT_OPT_CALL_5958610,CALL,79574.00,79597.27,79096.56,80528.89,1591.48,1603.12,1352.76,2068.92,0.002201,MAX_TIME_EXPIRATION_EXIT (20 Mins Limit),WIN,$+0.03,-$0.01,$+0.02,25.94,0.302,"Paper experiment: directional probability 0.30; strict filter status body=0.32, ADX=31.0, HTF=BULLISH","WIN: Position closed with exit reason: MAX_TIME_EXPIRATION_EXIT (20 Mins Limit). Net P&L=0.02. Entry rationale: Paper experiment: directional probability 0.30; strict filter status body=0.32, ADX=31.0, HTF=BULLISH. Recorded context: rsi=65.6385751832723, vwap_diff=0.019535529337389754, body_ratio=0.3223046832157492.","{""rsi"": 65.6385751832723, ""vwap_diff"": 0.019535529337389754, ""body_ratio"": 0.3223046832157492}"
